id,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE/SF,LATITUDE,LONGITUDE
1911,Condo/Co-op,Unit at 116 W 72nd St,New York,NY,10023,575000,1,1,Upper West Side,,,,47,,40.777477,-73.9794676
1912,Condo/Co-op,Unit at 23 E 10th St,New York,NY,10003,1050000,1,1,Greenwich Village,,,,47,,40.732778,-73.9934805
1913,Condo/Co-op,227-21 88 Th Ave,Queens Village,NY,11427,199000,2,1,Bell Park Manor,,,1955,188,,40.7308417,-73.7394351
1914,Condo/Co-op,Unit at 40 E 84th St,New York,NY,10028,1800000,2,2.5,Upper East Side,,,,392,,40.7792668,-73.9596101
1915,Condo/Co-op,Unit at 160 E 26th St,New York,NY,10010,539000,1,1,Middle East Side,,,,223,,40.7407899,-73.982223
1916,Condo/Co-op,Unit at 317 E 18th St,New York,NY,10003,695000,1,1,Gramercy Park,,,,40,,40.7346475,-73.9821076
1917,Condo/Co-op,Unit at 99 Avenue B,New York,NY,10009,749000,1,1,East Village,,,,47,,40.7246911,-73.9813271
1918,Condo/Co-op,Unit at 32 Maspeth Ave,Brooklyn,NY,11211,749000,1,1,Williamsburg,,,,47,,40.7151725,-73.9414585
1919,Condo/Co-op,Unit at 140 E 28th St,New York,NY,10016,465000,0,1,Middle East Side,,,,215,,40.7421362,-73.9818321
1920,Condo/Co-op,Unit at 49 E 86th St,New York,NY,10028,925000,1,1.5,Upper East Side,,,,272,,40.7809127,-73.958466
1921,Condo/Co-op,Unit at 11 Riverside Dr,New York,NY,10023,1295000,2,1,Upper West Side,,,,51,,40.7814737,-73.9847935
1922,Condo/Co-op,Unit at 25 Tudor City Pl,New York,NY,10017,307500,0,1,Middle East Side,,,,131,,40.7486765,-73.9705371
1923,Condo/Co-op,94-11 59th Ave Unit A1,Elmhurst,NY,11373,290000,1,1,Edwardian,,,1955,63,,40.735309,-73.86655
1924,Condo/Co-op,Unit at 90 Riverside Dr,New York,NY,10024,1595000,2,2,Upper West Side,,,,51,,40.7861882,-73.9809139
1925,Condo/Co-op,Unit at 1040 Park Ave,New York,NY,10028,3450000,3,3.5,Upper East Side,,,,131,,40.78053,-73.9575194
1926,Condo/Co-op,Unit at 599 E 7th St,Brooklyn,NY,11218,499000,1,1,Kensington,,,,16,,40.6372695,-73.9712947
1927,Condo/Co-op,Unit at 185 Hall St,Brooklyn,NY,11205,545000,1,1,Clinton Hill,,,,34,,40.6923118,-73.9653256
1928,Condo/Co-op,Unit at 201 E 28th St,New York,NY,10016,595000,1,1,Middle East Side,,,,40,,40.7419376,-73.9803847
1929,Condo/Co-op,Unit at 215 W 92nd St,New York,NY,10025,1395000,2,1,Upper West Side,,,,54,,40.7921116,-73.9731768
1930,Condo/Co-op,Unit at 465 Park Ave,New York,NY,10022,1750000,2,2,Middle West Side,,,,502,,40.7617486,-73.9703425
1931,Condo/Co-op,Unit at 77 Perry St,New York,NY,10014,799000,1,1,West Village,,,,47,,40.735496,-74.0044202
1932,Condo/Co-op,Unit at 330 Third Ave,New York,NY,10010,660000,1,1,Gramercy Park,,,,265,,40.7397413,-73.9827734
1933,Condo/Co-op,Unit at 200 E 24th St,New York,NY,10010,545000,0,1,Gramercy Park,,,,203,,40.7391221,-73.9824903
1934,Condo/Co-op,Unit at 203 E 89th St,New York,NY,10128,345000,0,1,Upper East Side,,,,16,,40.7807134,-73.9518942
1935,Condo/Co-op,149-05 79 #322,Kew Garden Hills,NY,11367,319000,2,1,149-05 Owners,,,1960,8,,40.7199835,-73.8140509
1936,Condo/Co-op,64-00 Saunders St Unit 3F,Rego Park,NY,11374,385000,2,1,The Cedar,,,1954,76,,40.7286188,-73.8616623
1937,Condo/Co-op,Unit at 130 E 63rd St,New York,NY,10065,1900000,2,2,Upper East Side,,,,203,,40.764758,-73.9667467
1938,Condo/Co-op,Unit at 4404 Sixth Ave,Brooklyn,NY,11220,600000,2,1,Sunset Park,,,,40,,40.6470759,-74.0049941
1939,Condo/Co-op,Unit at 223 E 78th St,New York,NY,10075,330000,0,1,Upper East Side,,,,16,,40.7732854,-73.956624
1940,Condo/Co-op,Unit at 153 E 57th St,New York,NY,10022,749000,1,1,Middle East Side,,,,159,,40.7607016,-73.9680316
1941,Condo/Co-op,Unit at 135 Eastern Pkwy,Brooklyn,NY,11238,1150000,2,2,Prospect Heights,,,,47,,40.6725525,-73.9644072
1942,Condo/Co-op,Unit at 305 E 40th St,New York,NY,10016,619000,1,1,Middle East Side,,,,47,,40.7484713,-73.9724885
1943,Condo/Co-op,Unit at 2 Tudor City Pl,New York,NY,10017,469000,0,1,Middle East Side,,,,518,,40.7483919,-73.9713866
1944,Condo/Co-op,Unit at 425 E 79th St,New York,NY,10075,477000,0,1,Upper East Side,,,,21,,40.7719906,-73.9511825
1945,Condo/Co-op,Unit at 320 E 57th St,New York,NY,10022,1200000,2,2,Middle East Side,,,,16,,40.7588081,-73.9647057
1946,Condo/Co-op,Unit at 426 13th St,Brooklyn,NY,11215,639000,1,1,Park Slope,,,,64,,40.6636416,-73.9822224
1947,Condo/Co-op,Unit at 215 W 75th St,New York,NY,10023,795000,1,1,Upper West Side,,,,16,,40.7810583,-73.9808407
1948,Condo/Co-op,102-30 66th Rd,Forest Hills,NY,11375,500000,2,1,Birchwood Towers,,,1964,23,,40.7284716,-73.8505211
1949,Condo/Co-op,Unit at 360 Clinton Ave,Brooklyn,NY,11238,650000,1,1,Clinton Hill,,,,51,,40.687204,-73.9679887
1950,Condo/Co-op,83-37 St. James Ave Unit 4T,Elmhurst,NY,11373,315000,1,1,Croyden,,,1950,128,,40.7399087,-73.8793491
1951,Condo/Co-op,Unit at 61 Lexington Ave,New York,NY,10010,365000,0,1,Gramercy Park,,,,113,,40.7408493,-73.983508
1952,Condo/Co-op,Unit at 136 E 64th St,New York,NY,10065,2995000,2,3,Upper East Side,,,,90,,40.765351,-73.9662915
1953,Condo/Co-op,144-15 78 Rd Unit 2D,Kew Garden Hills,NY,11367,250000,2,1,Kew Terrace Owners,,,1949,94,,40.7196544,-73.8174292
1954,Condo/Co-op,Unit at 422 State St,Brooklyn,NY,11217,949000,2,1,Boerum Hill,,,,223,,40.686921,-73.983418
1955,Condo/Co-op,Unit at 144 E 84th St,New York,NY,10028,699000,1,1,Upper East Side,,,,7,,40.77798,-73.9563156
1956,Condo/Co-op,Unit at 205 W 57th St,New York,NY,10019,725000,1,1,Middle West Side,,,,113,,40.7660057,-73.9805351
1957,Condo/Co-op,Unit at 530 E 86th St,New York,NY,10028,4250000,3,2.5,Upper East Side,,,,16,,40.7751383,-73.9457867
1958,Condo/Co-op,Unit at 439 E 88th St,New York,NY,10128,819000,2,1,Upper East Side,,,,16,,40.7777159,-73.9469577
1959,Condo/Co-op,Unit at 245 E 24th St,New York,NY,10010,589000,1,1,Gramercy Park,,,,47,,40.7388152,-73.9806852
1960,Vacant Land,80 Ottavio Promenade,Staten Island,NY,10307,695000,0,,Tottenville,,6800,,443,,40.5030879,-74.2292594
1961,Condo/Co-op,Unit at 320 E 57th St,New York,NY,10022,599000,1,1,Middle East Side,,,,16,,40.7588081,-73.9647057
1962,Condo/Co-op,Unit at 180 W 93rd St,New York,NY,10025,2700000,3,3,Upper West Side,,,,131,,40.7917843,-73.9715702
1963,Condo/Co-op,75-20 113th St Unit 5B,Forest Hills,NY,11375,189000,0,1,Warwick,,,1950,41,,40.718676,-73.8358949
1964,Condo/Co-op,Unit at 650 Park Ave,New York,NY,10065,3300000,2,2.5,Upper East Side,,,,468,,40.767744,-73.9665962
1965,Condo/Co-op,72-35 112 St Unit 3B,Forest Hills,NY,11375,285000,1,1,Executive House,,,1969,72,,40.7206887,-73.8378171
1966,Condo/Co-op,Unit at 185 W Houston St,New York,NY,10014,1699000,2,2,West Village,,,,40,,40.7282453,-74.003525
1967,Condo/Co-op,Unit at 3 E 77th St,New York,NY,10075,2995000,2,2,Upper East Side,,,,113,,40.7754782,-73.9639697
1968,Condo/Co-op,Unit at 24 Monroe Pl,Brooklyn,NY,11201,649000,1,1,Brooklyn Heights,,,,16,,40.6962857,-73.9922313
1969,Condo/Co-op,Unit at 281 W 11th St,New York,NY,10014,699000,1,1,West Village,,,,131,,40.7362044,-74.0047875
1970,Condo/Co-op,Unit at 257 Central Park W,New York,NY,10024,1750000,2,2,Upper West Side,,,,47,,40.7851979,-73.9697336
1971,Condo/Co-op,Unit at 457 W 57th St,New York,NY,10019,330000,0,1,Middle West Side,,,,16,,40.7689628,-73.9875712
1972,Condo/Co-op,Unit at 150 E 61st St,New York,NY,10065,975000,1,1.5,Upper East Side,,,,14,,40.7632018,-73.9669387
1973,Condo/Co-op,Unit at 5 Tudor City Pl,New York,NY,10017,329000,0,1,Murray Hill Kips Bay,,,,113,,40.7479568,-73.9709044
1974,Condo/Co-op,Unit at 1125 Lorimer St,Brooklyn,NY,11222,875000,2,1,Green Point,,,,47,,40.728504,-73.9547643
1975,Condo/Co-op,Unit at 175 W 73rd St,New York,NY,10023,670000,1,1,Upper West Side,,,,16,,40.7793279,-73.9806843
1976,Condo/Co-op,Unit at 210 E 15th St,New York,NY,10003,725000,1,1,Gramercy Park,,,,113,,40.7334931,-73.9860791
1977,Condo/Co-op,Unit at 144 Garfield Pl,Brooklyn,NY,11215,1495000,3,1,Park Slope,,,,16,,40.673265,-73.9794226
1978,Condo/Co-op,Unit at 320 E 42nd St,New York,NY,10017,355000,0,1,Middle East Side,,,,16,,40.7492701,-73.9714554
1979,Condo/Co-op,6 Burns St #46,Forest Hills,NY,11375,1399000,3,2,Forest Hills Gardens,,,1920,89,,40.71956,-73.846205
1980,Condo/Co-op,150 E 77th St,New York,NY,10021,1195000,0,1,Upper East Side,,,,131,,40.773334,-73.959646
1981,Condo/Co-op,Unit at 201 E 25th St,New York,NY,10010,1575000,2,2,Gramercy Park,,,,34,,40.740113,-73.9818255
1982,Condo/Co-op,Unit at 18 W 70th St,New York,NY,10023,1475000,2,1,Upper West Side,,,,58,,40.7750723,-73.9778835
1983,Condo/Co-op,Unit at 345 W 58th St,New York,NY,10019,699000,1,1,Upper West Side,,,,71,,40.768656,-73.984424
1984,Condo/Co-op,Unit at 225 Central Park W,New York,NY,10024,2100000,2,2,Upper West Side,,,,40,,40.7830893,-73.9713177
1985,Condo/Co-op,88-09 35 Ave,Jackson Heights,NY,11372,279000,1,1,Jackson Heights,,,1953,98,,40.7523997,-73.8789919
1986,Condo/Co-op,Unit at 25 E 83rd St,New York,NY,10028,2000000,2,2,Upper East Side,,,,351,,40.7791699,-73.9602975
1987,Condo/Co-op,Unit at 102 W 80th St,New York,NY,10024,425000,0,1,Upper West Side,,,,16,,40.7826159,-73.9755878
1988,Condo/Co-op,Unit at 205 Third Ave,New York,NY,10003,1825000,2,2,Gramercy Park,,,,47,,40.735952,-73.9847706
1989,Condo/Co-op,Unit at 23 W 73rd St,New York,NY,10023,2999000,2,2,Upper West Side,,,,272,,40.777703,-73.9767127
1990,Condo/Co-op,Unit at 275 E 7th St,New York,NY,10009,895000,2,1,East Village,,,,47,,40.723468,-73.9769195
1991,Condo/Co-op,Unit at 188 E 75th St,New York,NY,10021,495000,1,1,Upper East Side,,,,47,,40.7718652,-73.9599302
1992,Condo/Co-op,Unit at 245 E 25th St,New York,NY,10010,629000,1,1,Gramercy Park,,,,47,,40.7395312,-73.980372
1993,Condo/Co-op,Unit at 325 E 57th St,New York,NY,10022,1595000,3,2.5,Middle East Side,,,,215,,40.759032,-73.9641087
1994,Vacant Land,1966 Atlantic Ave,Brooklyn,NY,11233,469000,,,Brooklyn,,2000,,120,,40.676695,-73.923059
1995,Condo/Co-op,Unit at 527 8th St,Brooklyn,NY,11215,579000,1,1,Park Slope,,,,55,,40.66615,-73.9776999
1996,Condo/Co-op,Unit at 365 W 20th St,New York,NY,10011,839000,1,1,Chelsea,,,,215,,40.7445122,-74.0023908
1997,Condo/Co-op,Unit at 57 Thompson St,New York,NY,10012,425000,0,1,Soho,,,,14,,40.7240974,-74.003548
1998,Condo/Co-op,Unit at 56 Warren St,New York,NY,10007,2750000,2,2,Tribeca,,,,47,,40.714919,-74.0091333
1999,Condo/Co-op,Unit at 550 Vanderbilt Ave,Brooklyn,NY,11238,1635000,2,2,Prospect Heights,,,,90,,40.680608,-73.9679673
2000,Condo/Co-op,21-37 33rd St Unit 3 C,Astoria,NY,11105,369000,2,1,Acropolis,,,1930,138,,40.7761946,-73.9082648
2001,Condo/Co-op,Unit at 305 W 16th St,New York,NY,10011,2199000,2,2,Chelsea,,,,131,,40.741349,-74.0019021
2002,Condo/Co-op,Unit at 319 E 50th St,New York,NY,10022,425000,0,1,Middle East Side,,,,40,,40.7547111,-73.9675438
2003,Condo/Co-op,Unit at 200 E 27th St,New York,NY,10016,550000,0,1,Murray Hill Kips Bay,,,,47,,40.7409215,-73.9807532
2004,Condo/Co-op,Unit at 229 E 28th St,New York,NY,10016,360000,1,1,Murray Hill Kips Bay,,,,40,,40.741527,-73.9794446
2005,Condo/Co-op,Unit at 453 W 43rd St,New York,NY,10036,750000,2,2,Middle West Side,,,,357,,40.7600912,-73.9940562
2006,Condo/Co-op,125-10 Queens Blvd #1403,Kew Gardens,NY,11415,265000,1,1,Silver Towers,,,1960,117,,40.7121204,-73.826347
2007,Condo/Co-op,97-40 62 Dr Unit 8L,Rego Park,NY,11374,320000,1,1,Park City 3 & 4,,,1955,90,,40.7322685,-73.859883
2008,Condo/Co-op,76-35 113th St Unit 5F,Forest Hills,NY,11375,619000,2,2,Forest Hills South,,,1938,21,,40.7170301,-73.8328307
2009,Condo/Co-op,Unit at 210 E 21st St,New York,NY,10010,368000,0,1,Gramercy Park,,,,40,,40.7371273,-73.9835309
2010,Condo/Co-op,Unit at 310 E 46th St,New York,NY,10017,859000,1,1,Middle East Side,,,,47,,40.752026,-73.9699117
2011,Multi-Family (2-4 Unit),109 Madsen Ave,Staten Island,NY,10309,1060000,4,3,Staten Island,,6165,2016,64,,40.5238046,-74.233181
2012,Condo/Co-op,Unit at 315 E 69th St,New York,NY,10021,405000,0,1,Upper East Side,,,,47,,40.7666573,-73.9587133
2013,Condo/Co-op,Unit at 150 Central Park S,New York,NY,10019,9749000,2,2.5,Middle West Side,,,,214,,40.7660665,-73.9779065
2014,Condo/Co-op,Unit at 45 Plaza St W,Brooklyn,NY,11217,1295000,2,2,Park Slope,,,,34,,40.6733476,-73.9715013
2015,Condo/Co-op,Unit at 20 W 72nd St,New York,NY,10023,3350000,3,4,Upper West Side,,,,265,,40.7765087,-73.9775392
2016,Condo/Co-op,Unit at 930 Fifth Ave,New York,NY,10021,5875000,2,2.5,Upper East Side,,,,47,,40.7738274,-73.9658238
2017,Condo/Co-op,Unit at 20 Desbrosses St,New York,NY,10013,5850000,4,3.5,Tribeca,,,,47,,40.7234937,-74.0092409
2018,Condo/Co-op,Unit at 165 Park Pl,Brooklyn,NY,11238,1398000,2,1.5,Prospect Heights,,,,16,,40.677573,-73.972137
2019,Condo/Co-op,70-25 Yellowstone Blvd Unit 4N,Forest Hills,NY,11375,749000,2,2,Gerard Towers,,,1964,182,,40.7226227,-73.8493257
2020,Condo/Co-op,Unit at 465 Park Ave,New York,NY,10022,475000,1,1,Middle West Side,,,,113,,40.7617486,-73.9703425
2021,Condo/Co-op,112-50 78th Ave Unit 2E,Forest Hills,NY,11375,598000,3,2,Malborough,,,1941,157,,40.71565,-73.8315295
2022,Condo/Co-op,32-40 92 St Unit B108,E. Elmhurst,NY,11369,299000,2,1,Northridge  1,,,,6,,40.7572334,-73.8763351
2023,Condo/Co-op,Unit at 352 W 11th St,New York,NY,10014,2488000,3,2,West Village,,,,131,,40.735365,-74.0087782
2024,Condo/Co-op,5605 31st Ave Unit 5N,Woodside,NY,11377,450000,2,1,Boulevard Gardens,,,1935,97,,40.7574899,-73.9049399
2025,Condo/Co-op,Unit at 327 E 3rd St,New York,NY,10009,582000,1,1,East Village,,,,34,,40.7208731,-73.9783978
2026,Condo/Co-op,Unit at 70 Remsen St,Brooklyn,NY,11201,425000,0,1,Brooklyn Heights,,,,98,,40.6943112,-73.9957427
2027,Condo/Co-op,Unit at 204 W 78th St,New York,NY,10024,499000,1,1,Upper West Side,,,,40,,40.7824243,-73.9793987
2028,Vacant Land,0 Yetman Ave,Staten Island,NY,10307,599999,0,,Tottenville,,12455,,63,,40.507368,-74.242264
2029,Condo/Co-op,59-11 Queens Blvd Unit 2A,Woodside,NY,11377,399998,1,1,Avax Coop,,,1931,97,,40.742059,-73.905817
2030,Condo/Co-op,Unit at 15 W 72nd St,New York,NY,10023,2435000,2,2,Upper West Side,,,,47,,40.7771759,-73.9768046
2031,Condo/Co-op,Unit at 235 E 57th St,New York,NY,10022,939000,2,1,Middle East Side,,,,47,,40.7598007,-73.9657159
2032,Condo/Co-op,112-50 78th Ave Unit 5-D,Forest Hills,NY,11375,789000,3,2,Forest Hills South,,,1938,28,,40.71565,-73.8315295
2033,Condo/Co-op,Unit at 220 Madison Ave,New York,NY,10016,1750000,2,2,Murray Hill Kips Bay,,,,34,,40.7493888,-73.9820208
2034,Condo/Co-op,Unit at 10 Leonard St,New York,NY,10013,2350000,2,2,Tribeca,,,,131,,40.718598,-74.00826
2035,Condo/Co-op,Unit at 96 Luquer St,Brooklyn,NY,11231,809000,2,1,Carroll Gardens,,,,111,,40.6778844,-74.0015739
2036,Condo/Co-op,Unit at 204 W 78th St,New York,NY,10024,699000,1,1,Upper West Side,,,,131,,40.7824243,-73.9793987
2037,Condo/Co-op,Unit at 21 Monroe Pl,Brooklyn,NY,11201,599000,1,1,Brooklyn Heights,,,,34,,40.6965907,-73.9926789
2038,Condo/Co-op,Unit at 405 W 23rd St,New York,NY,10011,695000,0,,Chelsea,,,,40,,40.7469476,-74.0018128
2039,Condo/Co-op,Unit at 307 W 20th St,New York,NY,10011,550000,1,1,Chelsea,,,,90,,40.7438027,-74.0003803
2040,Condo/Co-op,55-30 98 Pl Unit 3E,Corona,NY,11368,385000,2,1,Apt Building,,,1964,188,,40.7382967,-73.861767
2041,Condo/Co-op,Unit at 200 E 27th St,New York,NY,10016,519000,0,1,Middle East Side,,,,16,,40.7409215,-73.9807532
2042,Condo/Co-op,Unit at 65 Central Park W,New York,NY,10023,2395000,2,2,Upper West Side,,,,40,,40.7727656,-73.9787559
2043,Condo/Co-op,Unit at 337 W 20th St,New York,NY,10011,899000,1,1.5,Chelsea,,,,16,,40.7442998,-74.0014362
2044,Condo/Co-op,Unit at 326 W 43rd St,New York,NY,10036,480000,0,1,Middle West Side,,,,26,,40.7583439,-73.9907851
2045,Condo/Co-op,Unit at 210 E 21st St,New York,NY,10010,750000,2,1,Gramercy Park,,,,16,,40.7371273,-73.9835309
2046,Condo/Co-op,Unit at 45 Tudor City Pl,New York,NY,10017,540000,1,1,Murray Hill Kips Bay,,,,47,,40.7493965,-73.9699911
2047,Condo/Co-op,Unit at 430 W 34th St,New York,NY,10001,1495000,2,2,Middle West Side,,,,21,,40.7536833,-73.9975766
2048,Condo/Co-op,Unit at 317 3rd St,Brooklyn,NY,11215,499000,1,1,Park Slope,,,,47,,40.6737079,-73.9846545
2049,Condo/Co-op,Unit at 3 Sheridan Sq,New York,NY,10014,590000,0,1,Greenwich Village,,,,47,,40.7329291,-74.0027905
2050,Condo/Co-op,Unit at 525 E 86th St,New York,NY,10028,1395000,2,2,Upper East Side,,,,357,,40.775726,-73.945845
2051,Condo/Co-op,Unit at 377 W 11th St,New York,NY,10014,3195000,1,2.5,West Village,,,,90,,40.735597,-74.0093553
2052,Condo/Co-op,Unit at 250 Mercer St,New York,NY,10012,995000,1,1,Greenwich Village,,,,40,,40.7285761,-73.9951007
2053,Condo/Co-op,Unit at 230 Park Pl,Brooklyn,NY,11238,775000,1,1,Prospect Heights,,,,286,,40.6767168,-73.970055
2054,Condo/Co-op,Unit at 245 E 25th St,New York,NY,10010,529000,1,1,Gramercy Park,,,,20,,40.7395312,-73.980372
2055,Condo/Co-op,Unit at 356 W 23rd St,New York,NY,10011,975000,2,1,Chelsea,,,,16,,40.746023,-74.0007935
2056,Condo/Co-op,Unit at 333 E 68th St,New York,NY,10065,1650000,2,2,Upper East Side,,,,34,,40.765956,-73.958884
2057,Condo/Co-op,Unit at 321 E 54th St,New York,NY,10022,389000,0,1,Middle East Side,,,,131,,40.7571701,-73.9656699
2058,Condo/Co-op,Unit at 161 E 79th St,New York,NY,10021,715000,2,1,Upper East Side,,,,238,,40.774992,-73.958233
2059,Condo/Co-op,Unit at 354 W 23rd St,New York,NY,10011,865000,1,1,Chelsea,,,,9,,40.74601,-74.0007016
2060,Condo/Co-op,Unit at 443 Greenwich St,New York,NY,10014,6900000,3,3.5,Tribeca,,,,131,,40.7229769,-74.0093524
2061,Condo/Co-op,Unit at 930 Fifth Ave,New York,NY,10021,5300000,2,2,Upper East Side,,,,223,,40.7738274,-73.9658238
2062,Condo/Co-op,Unit at 315 E 70th St,New York,NY,10021,949000,1,1,Upper East Side,,,,113,,40.7673126,-73.9584378
2063,Condo/Co-op,Unit at 50 E 79th St,New York,NY,10021,3300000,3,3,Upper East Side,,,,251,,40.7759679,-73.9619061
2064,Condo/Co-op,Unit at 201 W 16th St,New York,NY,10011,2845000,2,2,Chelsea,,,,34,,40.7401521,-73.9988653
2065,Condo/Co-op,Unit at 41 Fifth Ave,New York,NY,10003,1925000,2,1.5,Greenwich Village,,,,113,,40.7337881,-73.9948252
2066,Condo/Co-op,Unit at 225 E 57th St,New York,NY,10022,1125000,2,2,Middle East Side,,,,83,,40.7600594,-73.9664505
2067,Condo/Co-op,Unit at 168 E 74th St,New York,NY,10021,3125000,3,2.5,Upper East Side,,,,131,,40.7712135,-73.9603664
2068,Condo/Co-op,Unit at 650 Park Ave,New York,NY,10065,3995000,3,3.5,Upper East Side,,,,47,,40.767744,-73.9665962
2069,Condo/Co-op,3750 87th St Unit 2C,Jackson Heights,NY,11372,259000,1,1,3750 87St Realty,,,1950,26,,40.748944,-73.8797307
2070,Vacant Land,0 Holton Ave,Staten Island,NY,10309,579000,0,,Princes Bay,,4804,,140,,40.512857,-74.19387
2071,Condo/Co-op,Unit at 425 Park Ave S,New York,NY,10016,865000,1,1,Flatiron,,,,131,,40.7439981,-73.9832555
2072,Condo/Co-op,Unit at 37 W 12th St,New York,NY,10011,2950000,2,2,Greenwich Village,,,,16,,40.7354405,-73.9959959
2073,Condo/Co-op,Unit at 91 Central Park W,New York,NY,10023,3295000,2,2,Upper West Side,,,,16,,40.7745928,-73.977631
2074,Condo/Co-op,Unit at 410 W 24th St,New York,NY,10011,1125000,1,1,Chelsea,,,,34,,40.7471724,-74.0014132
2075,Condo/Co-op,Unit at 140 Thompson St,New York,NY,10012,3195000,2,2,Soho,,,,90,,40.7266509,-74.000732
2076,Condo/Co-op,Unit at 105 W 13th St,New York,NY,10011,1995000,2,2,Union Square,,,,113,,40.7369605,-73.9976575
2077,Condo/Co-op,2220 Burnett St Unit 6G,Brooklyn,NY,11229,200000,1,1,Marine Park Development.,,,1952,114,,40.6016594,-73.933283
2078,Condo/Co-op,Unit at 995 Fifth Ave,New York,NY,10028,6995000,2,2.5,Upper East Side,,,,131,,40.7780435,-73.9626853
2079,Condo/Co-op,Unit at 150 Central Park S,New York,NY,10019,699000,0,1,Middle West Side,,,,223,,40.7660665,-73.9779065
2080,Condo/Co-op,Unit at 565 Park Ave,New York,NY,10021,1500000,2,2,Upper East Side,,,,90,,40.7649758,-73.9679199
2081,Condo/Co-op,Unit at 34 -28 80th St,Queens,NY,11372,730000,2,2,Jackson Heights,,,,47,,40.7528466,-73.8865842
2082,Condo/Co-op,Unit at 153 E 57th St,New York,NY,10022,550000,2,1,Middle East Side,,,,35,,40.7607016,-73.9680316
2083,Condo/Co-op,Unit at 235 E 57th St,New York,NY,10022,695000,1,1,Middle East Side,,,,63,,40.7598007,-73.9657159
2084,Condo/Co-op,Unit at 200 E 27th St,New York,NY,10016,529000,0,1,Middle East Side,,,,195,,40.7409215,-73.9807532
2085,Condo/Co-op,108-10 65th Ave Unit 6 C,Forest Hills,NY,11375,279000,1,1,65-11 Owners Corp,,,1950,29,,40.7315731,-73.8486077
2086,Condo/Co-op,Unit at 90 Hudson St,New York,NY,10013,2990000,2,2,Tribeca,,,,76,,40.7187471,-74.0085304
2087,Vacant Land,207 Essex St,Brooklyn,NY,11208,399000,,,Cypress Hills,,2500,,82,,40.6793241,-73.8823001
2088,Condo/Co-op,Unit at 454 Broome St,New York,NY,10013,3850000,3,2,Soho,,,,35,,40.722428,-74.000591
2089,Condo/Co-op,Unit at 1025 Fifth Ave,New York,NY,10028,1650000,1,1.5,Upper East Side,,,,223,,40.779724,-73.9615305
2090,Condo/Co-op,Unit at 120 Second Ave,New York,NY,10003,1200000,2,2,East Village,,,,47,,40.7280294,-73.987709
2091,Condo/Co-op,110-07 73rd Rd Unit 6C,Forest Hills,NY,11375,378200,1,1,The Wakefield,,,1937,96,,40.718208,-73.839742
2092,Condo/Co-op,Unit at 130 E End Ave,New York,NY,10028,1249000,2,2,Upper East Side,,,,47,,40.7747833,-73.9451897
2093,Condo/Co-op,Unit at 333 E 55th St,New York,NY,10022,699000,1,1,Middle East Side,,,,51,,40.757564,-73.964594
2094,Condo/Co-op,Unit at 191 Berkeley Pl,Brooklyn,NY,11217,379000,0,1,Park Slope,,,,131,,40.6749534,-73.9742393
2095,Condo/Co-op,6384 Saunders St Unit 3-F,Rego Park,NY,11374,475000,2,1,Parker House,,,1950,68,,40.7285113,-73.8622596
2096,Condo/Co-op,102-35 64 Rd Unit 1D,Forest Hills,NY,11375,199990,1,1,Yellowstone Owners,,,1945,153,,40.731805,-73.85207
2097,Condo/Co-op,Unit at 465 Park Ave,New York,NY,10022,2250000,2,2.5,Middle East Side,,,,26,,40.7617486,-73.9703425
2098,Condo/Co-op,Unit at 80 Central Park W,New York,NY,10023,2395000,2,2,Upper West Side,,,,16,,40.7740567,-73.9780672
2099,Condo/Co-op,125-10 Queens Blvd #725,Kew Gardens,NY,11415,219000,0,1,Silver Towers,,,1960,2,,40.7121204,-73.826347
2100,Condo/Co-op,Unit at 185 Clinton Ave,Brooklyn,NY,11205,435000,1,1,Clinton Hill,,,,90,,40.6925557,-73.968402
2101,Condo/Co-op,118-18 Union Tpke Unit 5F,Kew Gardens,NY,11415,250000,1,1,Park Lane South,,,1974,246,,40.7124154,-73.8339574
2102,Condo/Co-op,101-09 Radcliff Ave Unit 3C,Corona,NY,11368,538000,2,2,Radcliff,,,2017,113,,40.7416508,-73.8604709
2103,Condo/Co-op,Unit at 119 E 84th St,New York,NY,10028,649000,1,1,Upper East Side,,,,131,,40.778661,-73.957104
